currentColorRatio, currentNodeRatio, averageNodesUsedPerColor, averageEdgesPerNode, minNeighbors, maxNeighbors, bestH
0.004739336492890996,0.004739336492890996,1.0,0.05958768709404123,140,0,0
0.004739336492890996,0.009478672985781991,2.0,0.05958768709404123,140,0,2
0.004739336492890996,0.014218009478672985,3.0,0.05958768709404123,140,0,2
0.004739336492890996,0.018957345971563982,4.0,0.05958768709404123,140,0,2
0.004739336492890996,0.023696682464454975,5.0,0.05958768709404123,140,0,2
0.004739336492890996,0.02843601895734597,6.0,0.05958768709404123,140,0,2
0.004739336492890996,0.03317535545023697,7.0,0.05958768709404123,140,0,2
0.004739336492890996,0.037914691943127965,8.0,0.05958768709404123,140,0,2
0.004739336492890996,0.04265402843601896,9.0,0.05958768709404123,140,0,2
0.004739336492890996,0.04739336492890995,10.0,0.05958768709404123,140,0,2
0.004739336492890996,0.052132701421800945,11.0,0.05958768709404123,140,0,2
0.004739336492890996,0.05687203791469194,12.0,0.05958768709404123,140,0,2
0.004739336492890996,0.061611374407582936,13.0,0.05958768709404123,140,0,2
0.004739336492890996,0.06635071090047394,14.0,0.05958768709404123,140,0,2
0.004739336492890996,0.07109004739336493,15.0,0.05958768709404123,140,0,2
0.004739336492890996,0.07582938388625593,16.0,0.05958768709404123,140,0,2
0.004739336492890996,0.08056872037914692,17.0,0.05958768709404123,140,0,2
0.004739336492890996,0.08530805687203792,18.0,0.05958768709404123,140,0,2
0.004739336492890996,0.09004739336492891,19.0,0.05958768709404123,140,0,2
0.004739336492890996,0.0947867298578199,20.0,0.05958768709404123,140,0,2
0.004739336492890996,0.0995260663507109,21.0,0.05958768709404123,140,0,2
0.004739336492890996,0.10426540284360189,22.0,0.05958768709404123,140,0,2
0.004739336492890996,0.10900473933649289,23.0,0.05958768709404123,140,0,2
0.004739336492890996,0.11374407582938388,24.0,0.05958768709404123,140,0,2
0.004739336492890996,0.11848341232227488,25.0,0.05958768709404123,140,0,2
0.004739336492890996,0.12322274881516587,26.0,0.05958768709404123,140,0,2
0.004739336492890996,0.12796208530805686,27.0,0.05958768709404123,140,0,2
0.004739336492890996,0.13270142180094788,28.0,0.05958768709404123,140,0,2
0.004739336492890996,0.13744075829383887,29.0,0.05958768709404123,140,0,2
0.004739336492890996,0.14218009478672985,30.0,0.05958768709404123,140,0,2
0.004739336492890996,0.14691943127962084,31.0,0.05958768709404123,140,0,2
0.004739336492890996,0.15165876777251186,32.0,0.05958768709404123,140,0,2
0.004739336492890996,0.15639810426540285,33.0,0.05958768709404123,140,0,2
0.004739336492890996,0.16113744075829384,34.0,0.05958768709404123,140,0,2
0.004739336492890996,0.16587677725118483,35.0,0.05958768709404123,140,0,2
0.004739336492890996,0.17061611374407584,36.0,0.05958768709404123,140,0,2
0.004739336492890996,0.17535545023696683,37.0,0.05958768709404123,140,0,2
0.004739336492890996,0.18009478672985782,38.0,0.05958768709404123,140,0,2
0.004739336492890996,0.1848341232227488,39.0,0.05958768709404123,140,0,2
0.004739336492890996,0.1895734597156398,40.0,0.05958768709404123,140,0,2
0.004739336492890996,0.1943127962085308,41.0,0.05958768709404123,140,0,2
0.004739336492890996,0.1990521327014218,42.0,0.05958768709404123,140,0,2
0.004739336492890996,0.2037914691943128,43.0,0.05958768709404123,140,0,2
0.004739336492890996,0.20853080568720378,44.0,0.05958768709404123,140,0,2
0.004739336492890996,0.2132701421800948,45.0,0.05958768709404123,140,0,2
0.004739336492890996,0.21800947867298578,46.0,0.05958768709404123,140,0,2
0.004739336492890996,0.22274881516587677,47.0,0.05958768709404123,140,0,2
0.004739336492890996,0.22748815165876776,48.0,0.05958768709404123,140,0,2
0.004739336492890996,0.23222748815165878,49.0,0.05958768709404123,140,0,2
0.004739336492890996,0.23696682464454977,50.0,0.05958768709404123,140,0,2
0.004739336492890996,0.24170616113744076,51.0,0.05958768709404123,140,0,2
0.004739336492890996,0.24644549763033174,52.0,0.05958768709404123,140,0,2
0.004739336492890996,0.25118483412322273,53.0,0.05958768709404123,140,0,2
0.004739336492890996,0.2559241706161137,54.0,0.05958768709404123,140,0,2
0.004739336492890996,0.26066350710900477,55.0,0.05958768709404123,140,0,2
0.009478672985781991,0.26540284360189575,54.035714285714285,0.05958768709404123,140,0,0
0.014218009478672985,0.27014218009478674,53.10526315789474,0.05958768709404123,140,0,0
0.018957345971563982,0.27488151658767773,52.206896551724135,0.05958768709404123,140,0,0
0.018957345971563982,0.2796208530805687,51.3728813559322,0.05958768709404123,140,0,13
0.023696682464454975,0.2843601895734597,50.53333333333333,0.05958768709404123,140,0,0
0.02843601895734597,0.2890995260663507,49.721311475409834,0.05958768709404123,140,0,0
0.02843601895734597,0.2938388625592417,50.70967741935484,0.05958768709404123,140,0,4
0.02843601895734597,0.2985781990521327,49.95238095238095,0.05958768709404123,140,0,4
0.02843601895734597,0.3033175355450237,49.21875,0.05958768709404123,140,0,13
0.03317535545023697,0.3080568720379147,48.47692307692308,0.05958768709404123,140,0,0
0.037914691943127965,0.3127962085308057,47.75757575757576,0.05958768709404123,140,0,0
0.04265402843601896,0.3175355450236967,47.059701492537314,0.05958768709404123,140,0,0
0.04739336492890995,0.3222748815165877,46.38235294117647,0.05958768709404123,140,0,0
0.04739336492890995,0.32701421800947866,45.7536231884058,0.05958768709404123,140,0,14
0.052132701421800945,0.33175355450236965,45.114285714285714,0.05958768709404123,140,0,0
0.05687203791469194,0.33649289099526064,44.49295774647887,0.05958768709404123,140,0,0
0.061611374407582936,0.3412322274881517,43.888888888888886,0.05958768709404123,140,0,0
0.061611374407582936,0.3459715639810427,43.32876712328767,0.05958768709404123,140,0,4
0.06635071090047394,0.35071090047393366,42.75675675675676,0.05958768709404123,140,0,0
0.06635071090047394,0.35545023696682465,42.22666666666667,0.05958768709404123,140,0,4
0.07109004739336493,0.36018957345971564,41.68421052631579,0.05958768709404123,140,0,0
0.07109004739336493,0.36492890995260663,41.20779220779221,0.05958768709404123,140,0,13
0.07109004739336493,0.3696682464454976,40.717948717948715,0.05958768709404123,140,0,14
0.07582938388625593,0.3744075829383886,40.21518987341772,0.05958768709404123,140,0,0
0.07582938388625593,0.3791469194312796,39.75,0.05958768709404123,140,0,0
0.07582938388625593,0.38388625592417064,39.34567901234568,0.05958768709404123,140,0,14
0.07582938388625593,0.3886255924170616,38.90243902439025,0.05958768709404123,140,0,0
0.07582938388625593,0.3933649289099526,38.46987951807229,0.05958768709404123,140,0,0
0.07582938388625593,0.3981042654028436,38.04761904761905,0.05958768709404123,140,0,0
0.07582938388625593,0.4028436018957346,37.63529411764706,0.05958768709404123,140,0,0
0.07582938388625593,0.4075829383886256,37.23255813953488,0.05958768709404123,140,0,0
0.07582938388625593,0.41232227488151657,36.839080459770116,0.05958768709404123,140,0,0
0.07582938388625593,0.41706161137440756,36.45454545454545,0.05958768709404123,140,0,0
0.08056872037914692,0.4218009478672986,36.056179775280896,0.05958768709404123,140,0,0
0.08056872037914692,0.4265402843601896,35.68888888888889,0.05958768709404123,140,0,2
0.08056872037914692,0.4312796208530806,35.35164835164835,0.05958768709404123,140,0,2
0.08056872037914692,0.43601895734597157,35.04347826086956,0.05958768709404123,140,0,2
0.08056872037914692,0.44075829383886256,34.763440860215056,0.05958768709404123,140,0,2
0.08056872037914692,0.44549763033175355,34.51063829787234,0.05958768709404123,140,0,2
0.08056872037914692,0.45023696682464454,34.28421052631579,0.05958768709404123,140,0,2
0.08056872037914692,0.4549763033175355,34.083333333333336,0.05958768709404123,140,0,2
0.08056872037914692,0.4597156398104265,33.90721649484536,0.05958768709404123,140,0,2
0.08056872037914692,0.46445497630331756,33.755102040816325,0.05958768709404123,140,0,2
0.08056872037914692,0.46919431279620855,33.62626262626262,0.05958768709404123,140,0,2
0.08056872037914692,0.47393364928909953,33.52,0.05958768709404123,140,0,2
0.08056872037914692,0.4786729857819905,33.43564356435643,0.05958768709404123,140,0,4
0.08056872037914692,0.4834123222748815,33.372549019607845,0.05958768709404123,140,0,3
0.08056872037914692,0.4881516587677725,33.33009708737864,0.05958768709404123,140,0,3
0.08056872037914692,0.4928909952606635,33.30769230769231,0.05958768709404123,140,0,4
0.08530805687203792,0.4976303317535545,33.0,0.05958768709404123,140,0,0
0.08530805687203792,0.5023696682464455,33.0,0.05958768709404123,140,0,3
0.08530805687203792,0.5071090047393365,32.7196261682243,0.05958768709404123,140,0,2
0.08530805687203792,0.5118483412322274,32.74074074074074,0.05958768709404123,140,0,2
0.08530805687203792,0.5165876777251185,32.77981651376147,0.05958768709404123,140,0,2
0.08530805687203792,0.5213270142180095,32.836363636363636,0.05958768709404123,140,0,2
0.08530805687203792,0.5260663507109005,32.909909909909906,0.05958768709404123,140,0,2
0.08530805687203792,0.5308056872037915,33.0,0.05958768709404123,140,0,2
0.08530805687203792,0.5355450236966824,33.10619469026549,0.05958768709404123,140,0,2
0.08530805687203792,0.5402843601895735,33.228070175438596,0.05958768709404123,140,0,2
0.08530805687203792,0.5450236966824644,33.36521739130435,0.05958768709404123,140,0,2
0.08530805687203792,0.5497630331753555,33.51724137931034,0.05958768709404123,140,0,2
0.08530805687203792,0.5545023696682464,33.68376068376068,0.05958768709404123,140,0,2
0.08530805687203792,0.5592417061611374,33.86440677966102,0.05958768709404123,140,0,2
0.08530805687203792,0.5639810426540285,34.05882352941177,0.05958768709404123,140,0,2
0.08530805687203792,0.5687203791469194,33.85,0.05958768709404123,140,0,2
0.08530805687203792,0.5734597156398105,34.05785123966942,0.05958768709404123,140,0,2
0.08530805687203792,0.5781990521327014,33.81967213114754,0.05958768709404123,140,0,2
0.08530805687203792,0.5829383886255924,34.040650406504064,0.05958768709404123,140,0,2
0.08530805687203792,0.5876777251184834,34.274193548387096,0.05958768709404123,140,0,2
0.08530805687203792,0.5924170616113744,34.52,0.05958768709404123,140,0,2
0.08530805687203792,0.5971563981042654,34.77777777777778,0.05958768709404123,140,0,2
0.08530805687203792,0.6018957345971564,35.04724409448819,0.05958768709404123,140,0,2
0.08530805687203792,0.6066350710900474,35.328125,0.05958768709404123,140,0,2
0.08530805687203792,0.6113744075829384,35.62015503875969,0.05958768709404123,140,0,2
0.08530805687203792,0.6161137440758294,35.92307692307692,0.05958768709404123,140,0,2
0.08530805687203792,0.6208530805687204,36.23664122137404,0.05958768709404123,140,0,2
0.08530805687203792,0.6255924170616114,36.56060606060606,0.05958768709404123,140,0,2
0.08530805687203792,0.6303317535545023,36.338345864661655,0.05958768709404123,140,0,2
0.08530805687203792,0.6350710900473934,36.67164179104478,0.05958768709404123,140,0,2
0.08530805687203792,0.6398104265402843,37.01481481481481,0.05958768709404123,140,0,13
0.08530805687203792,0.6445497630331753,37.36764705882353,0.05958768709404123,140,0,13
0.08530805687203792,0.6492890995260664,37.72992700729927,0.05958768709404123,140,0,3
0.08530805687203792,0.6540284360189573,37.52173913043478,0.05958768709404123,140,0,2
0.08530805687203792,0.6587677725118484,37.330935251798564,0.05958768709404123,140,0,2
0.08530805687203792,0.6635071090047393,37.7,0.05958768709404123,140,0,2
0.08530805687203792,0.6682464454976303,38.07801418439716,0.05958768709404123,140,0,2
0.08530805687203792,0.6729857819905213,38.46478873239437,0.05958768709404123,140,0,2
0.08530805687203792,0.6777251184834123,38.86013986013986,0.05958768709404123,140,0,2
0.08530805687203792,0.6824644549763034,39.263888888888886,0.05958768709404123,140,0,2
0.08530805687203792,0.6872037914691943,39.675862068965515,0.05958768709404123,140,0,2
0.08530805687203792,0.6919431279620853,40.0958904109589,0.05958768709404123,140,0,2
0.08530805687203792,0.6966824644549763,40.523809523809526,0.05958768709404123,140,0,2
0.08530805687203792,0.7014218009478673,40.95945945945946,0.05958768709404123,140,0,2
0.09004739336492891,0.7061611374407583,40.691275167785236,0.05958768709404123,140,0,0
0.09004739336492891,0.7109004739336493,40.49333333333333,0.05958768709404123,140,0,13
0.09004739336492891,0.7156398104265402,40.93377483443709,0.05958768709404123,140,0,13
0.09004739336492891,0.7203791469194313,41.38157894736842,0.05958768709404123,140,0,3
0.09004739336492891,0.7251184834123223,41.83660130718954,0.05958768709404123,140,0,4
0.09004739336492891,0.7298578199052133,42.298701298701296,0.05958768709404123,140,0,14
0.09004739336492891,0.7345971563981043,42.76774193548387,0.05958768709404123,140,0,13
0.09004739336492891,0.7393364928909952,42.57692307692308,0.05958768709404123,140,0,14
0.09004739336492891,0.7440758293838863,42.32484076433121,0.05958768709404123,140,0,2
0.09004739336492891,0.7488151658767772,42.08860759493671,0.05958768709404123,140,0,2
0.09004739336492891,0.7535545023696683,42.55974842767296,0.05958768709404123,140,0,2
0.09004739336492891,0.7582938388625592,42.3875,0.05958768709404123,140,0,2
0.09004739336492891,0.7630331753554502,42.22981366459627,0.05958768709404123,140,0,2
0.09004739336492891,0.7677725118483413,42.08641975308642,0.05958768709404123,140,0,3
0.09004739336492891,0.7725118483412322,41.9079754601227,0.05958768709404123,140,0,2
0.09004739336492891,0.7772511848341233,41.78048780487805,0.05958768709404123,140,0,2
0.09004739336492891,0.7819905213270142,41.666666666666664,0.05958768709404123,140,0,2
0.09004739336492891,0.7867298578199052,42.13253012048193,0.05958768709404123,140,0,2
0.09004739336492891,0.7914691943127962,42.604790419161674,0.05958768709404123,140,0,2
0.09004739336492891,0.7962085308056872,43.083333333333336,0.05958768709404123,140,0,2
0.09004739336492891,0.8009478672985783,42.976331360946745,0.05958768709404123,140,0,2
0.0947867298578199,0.8056872037914692,42.72941176470588,0.05958768709404123,140,0,0
0.0947867298578199,0.8104265402843602,42.63742690058479,0.05958768709404123,140,0,13
0.0947867298578199,0.8151658767772512,42.406976744186046,0.05958768709404123,140,0,2
0.0995260663507109,0.8199052132701422,42.16763005780347,0.05958768709404123,140,0,0
0.0995260663507109,0.8246445497630331,41.96551724137931,0.05958768709404123,140,0,14
0.0995260663507109,0.8293838862559242,41.74285714285714,0.05958768709404123,140,0,2
0.10426540284360189,0.8341232227488151,41.51136363636363,0.05958768709404123,140,0,0
0.10900473933649289,0.8388625592417062,41.282485875706215,0.05958768709404123,140,0,0
0.10900473933649289,0.8436018957345972,41.07865168539326,0.05958768709404123,140,0,0
0.11374407582938388,0.8483412322274881,40.85474860335196,0.05958768709404123,140,0,0
0.11374407582938388,0.8530805687203792,40.67777777777778,0.05958768709404123,140,0,13
0.11374407582938388,0.8578199052132701,40.613259668508285,0.05958768709404123,140,0,4
0.11848341232227488,0.8625592417061612,40.395604395604394,0.05958768709404123,140,0,0
0.11848341232227488,0.8672985781990521,40.256830601092894,0.05958768709404123,140,0,4
0.12322274881516587,0.8720379146919431,40.04347826086956,0.05958768709404123,140,0,0
0.12322274881516587,0.8767772511848341,39.994594594594595,0.05958768709404123,140,0,13
0.12322274881516587,0.8815165876777251,39.795698924731184,0.05958768709404123,140,0,0
0.12322274881516587,0.8862559241706162,39.64171122994652,0.05958768709404123,140,0,0
0.12796208530805686,0.8909952606635071,39.43617021276596,0.05958768709404123,140,0,0
0.12796208530805686,0.8957345971563981,39.24338624338624,0.05958768709404123,140,0,0
0.12796208530805686,0.9004739336492891,39.21052631578947,0.05958768709404123,140,0,14
0.12796208530805686,0.9052132701421801,39.04188481675393,0.05958768709404123,140,0,0
0.12796208530805686,0.909952606635071,38.854166666666664,0.05958768709404123,140,0,0
0.12796208530805686,0.9146919431279621,38.66839378238342,0.05958768709404123,140,0,0
0.12796208530805686,0.919431279620853,38.49484536082474,0.05958768709404123,140,0,0
0.12796208530805686,0.9241706161137441,38.323076923076925,0.05958768709404123,140,0,0
0.12796208530805686,0.9289099526066351,38.30612244897959,0.05958768709404123,140,0,13
0.13270142180094788,0.933649289099526,38.11675126903553,0.05958768709404123,140,0,0
0.13270142180094788,0.9383886255924171,38.111111111111114,0.05958768709404123,140,0,2
0.13270142180094788,0.943127962085308,37.95477386934673,0.05958768709404123,140,0,2
0.13270142180094788,0.9478672985781991,37.79,0.05958768709404123,140,0,2
0.13270142180094788,0.95260663507109,37.646766169154226,0.05958768709404123,140,0,2
0.13270142180094788,0.957345971563981,37.48514851485149,0.05958768709404123,140,0,2
0.13270142180094788,0.9620853080568721,37.354679802955665,0.05958768709404123,140,0,2
0.13270142180094788,0.966824644549763,37.23529411764706,0.05958768709404123,140,0,2
0.13270142180094788,0.9715639810426541,37.12682926829268,0.05958768709404123,140,0,2
0.13270142180094788,0.976303317535545,36.96116504854369,0.05958768709404123,140,0,0
0.13270142180094788,0.981042654028436,36.79710144927536,0.05958768709404123,140,0,0
0.13270142180094788,0.985781990521327,36.63461538461539,0.05958768709404123,140,0,0
0.13744075829383887,0.990521327014218,36.464114832535884,0.05958768709404123,140,0,0
0.13744075829383887,0.995260663507109,36.304761904761904,0.05958768709404123,140,0,0
0.14218009478672985,1.0,36.13744075829384,0.05958768709404123,140,0,0
