currentColorRatio, currentNodeRatio, averageNodesUsedPerColor, averageEdgesPerNode, minNeighbors, maxNeighbors, bestH
0.015625,0.015625,1.0,0.08791208791208792,27,21, 0
0.015625,0.03125,2.0,0.08791208791208792,27,21, 3
0.015625,0.046875,3.0,0.08791208791208792,27,21, 14
0.015625,0.0625,4.0,0.08791208791208792,27,21, 3
0.03125,0.078125,3.4,0.08791208791208792,27,21, 0
0.03125,0.09375,3.3333333333333335,0.08791208791208792,27,21, 1
0.03125,0.109375,3.5714285714285716,0.08791208791208792,27,21, 3
0.046875,0.125,3.25,0.08791208791208792,27,21, 0
0.046875,0.140625,3.6666666666666665,0.08791208791208792,27,21, 14
0.046875,0.15625,4.2,0.08791208791208792,27,21, 3
0.046875,0.171875,4.090909090909091,0.08791208791208792,27,21, 1
0.046875,0.1875,4.5,0.08791208791208792,27,21, 3
0.046875,0.203125,5.0,0.08791208791208792,27,21, 4
0.046875,0.21875,5.0,0.08791208791208792,27,21, 2
0.046875,0.234375,5.133333333333334,0.08791208791208792,27,21, 3
0.046875,0.25,5.375,0.08791208791208792,27,21, 4
0.0625,0.265625,5.117647058823529,0.08791208791208792,27,21, 0
0.0625,0.28125,5.0,0.08791208791208792,27,21, 2
0.0625,0.296875,5.315789473684211,0.08791208791208792,27,21, 13
0.078125,0.3125,5.1,0.08791208791208792,27,21, 0
0.078125,0.328125,5.095238095238095,0.08791208791208792,27,21, 3
0.078125,0.34375,5.0,0.08791208791208792,27,21, 1
0.078125,0.359375,5.0,0.08791208791208792,27,21, 13
0.09375,0.375,4.833333333333333,0.08791208791208792,27,21, 0
0.09375,0.390625,4.92,0.08791208791208792,27,21, 3
0.09375,0.40625,4.846153846153846,0.08791208791208792,27,21, 1
0.109375,0.421875,4.703703703703703,0.08791208791208792,27,21, 0
0.109375,0.4375,4.785714285714286,0.08791208791208792,27,21, 3
0.109375,0.453125,4.931034482758621,0.08791208791208792,27,21, 13
0.109375,0.46875,4.933333333333334,0.08791208791208792,27,21, 4
0.109375,0.484375,5.0,0.08791208791208792,27,21, 13
0.109375,0.5,5.1875,0.08791208791208792,27,21, 14
0.109375,0.515625,5.303030303030303,0.08791208791208792,27,21, 14
0.109375,0.53125,5.235294117647059,0.08791208791208792,27,21, 1
0.109375,0.546875,5.228571428571429,0.08791208791208792,27,21, 2
0.109375,0.5625,5.277777777777778,0.08791208791208792,27,21, 14
0.109375,0.578125,5.486486486486487,0.08791208791208792,27,21, 3
0.109375,0.59375,5.578947368421052,0.08791208791208792,27,21, 4
0.109375,0.609375,5.717948717948718,0.08791208791208792,27,21, 3
0.125,0.625,5.6,0.08791208791208792,27,21, 0
0.125,0.640625,5.682926829268292,0.08791208791208792,27,21, 4
0.125,0.65625,5.619047619047619,0.08791208791208792,27,21, 0
0.125,0.671875,5.744186046511628,0.08791208791208792,27,21, 4
0.125,0.6875,5.7272727272727275,0.08791208791208792,27,21, 2
0.125,0.703125,5.844444444444444,0.08791208791208792,27,21, 2
0.125,0.71875,5.869565217391305,0.08791208791208792,27,21, 14
0.140625,0.734375,5.76595744680851,0.08791208791208792,27,21, 0
0.140625,0.75,5.916666666666667,0.08791208791208792,27,21, 14
0.140625,0.765625,5.857142857142857,0.08791208791208792,27,21, 13
0.15625,0.78125,5.76,0.08791208791208792,27,21, 0
0.15625,0.796875,5.823529411764706,0.08791208791208792,27,21, 0
0.15625,0.8125,5.769230769230769,0.08791208791208792,27,21, 0
0.15625,0.828125,5.754716981132075,0.08791208791208792,27,21, 2
0.15625,0.84375,5.7407407407407405,0.08791208791208792,27,21, 2
0.15625,0.859375,5.763636363636364,0.08791208791208792,27,21, 2
0.15625,0.875,5.857142857142857,0.08791208791208792,27,21, 2
0.15625,0.890625,5.87719298245614,0.08791208791208792,27,21, 2
0.171875,0.90625,5.793103448275862,0.08791208791208792,27,21, 0
0.171875,0.921875,5.745762711864407,0.08791208791208792,27,21, 2
0.171875,0.9375,5.733333333333333,0.08791208791208792,27,21, 2
0.1875,0.953125,5.655737704918033,0.08791208791208792,27,21, 0
0.1875,0.96875,5.67741935483871,0.08791208791208792,27,21, 1
0.1875,0.984375,5.73015873015873,0.08791208791208792,27,21, 1
0.203125,1.0,5.65625,0.08791208791208792,27,21, 0
