currentColorRatio, currentNodeRatio, averageNodesUsedPerColor, averageEdgesPerNode, minNeighbors, maxNeighbors, bestH
0.01,0.01,1.0,0.06802721088435375,35,27,0
0.01,0.02,2.0,0.06802721088435375,35,27,13
0.01,0.03,3.0,0.06802721088435375,35,27,4
0.01,0.04,4.0,0.06802721088435375,35,27,4
0.01,0.05,5.0,0.06802721088435375,35,27,13
0.02,0.06,4.333333333333333,0.06802721088435375,35,27,0
0.02,0.07,4.142857142857143,0.06802721088435375,35,27,1
0.02,0.08,4.25,0.06802721088435375,35,27,3
0.02,0.09,4.555555555555555,0.06802721088435375,35,27,3
0.02,0.1,5.0,0.06802721088435375,35,27,3
0.02,0.11,5.545454545454546,0.06802721088435375,35,27,4
0.02,0.12,6.0,0.06802721088435375,35,27,14
0.02,0.13,6.538461538461538,0.06802721088435375,35,27,4
0.03,0.14,6.142857142857143,0.06802721088435375,35,27,0
0.03,0.15,6.733333333333333,0.06802721088435375,35,27,3
0.03,0.16,6.5,0.06802721088435375,35,27,1
0.03,0.17,6.411764705882353,0.06802721088435375,35,27,2
0.03,0.18,6.444444444444445,0.06802721088435375,35,27,3
0.04,0.19,6.157894736842105,0.06802721088435375,35,27,0
0.04,0.2,6.0,0.06802721088435375,35,27,1
0.04,0.21,5.9523809523809526,0.06802721088435375,35,27,4
0.04,0.22,6.090909090909091,0.06802721088435375,35,27,3
0.04,0.23,6.304347826086956,0.06802721088435375,35,27,13
0.04,0.24,6.333333333333333,0.06802721088435375,35,27,13
0.05,0.25,6.12,0.06802721088435375,35,27,0
0.05,0.26,6.230769230769231,0.06802721088435375,35,27,4
0.05,0.27,6.111111111111111,0.06802721088435375,35,27,1
0.05,0.28,6.071428571428571,0.06802721088435375,35,27,2
0.05,0.29,6.310344827586207,0.06802721088435375,35,27,2
0.05,0.3,6.333333333333333,0.06802721088435375,35,27,3
0.05,0.31,6.548387096774194,0.06802721088435375,35,27,13
0.05,0.32,6.6875,0.06802721088435375,35,27,14
0.06,0.33,6.515151515151516,0.06802721088435375,35,27,0
0.06,0.34,6.705882352941177,0.06802721088435375,35,27,4
0.06,0.35,6.771428571428571,0.06802721088435375,35,27,3
0.06,0.36,6.888888888888889,0.06802721088435375,35,27,14
0.06,0.37,7.108108108108108,0.06802721088435375,35,27,13
0.06,0.38,7.0,0.06802721088435375,35,27,1
0.06,0.39,6.948717948717949,0.06802721088435375,35,27,2
0.06,0.4,6.95,0.06802721088435375,35,27,4
0.06,0.41,7.097560975609756,0.06802721088435375,35,27,13
0.07,0.42,6.9523809523809526,0.06802721088435375,35,27,0
0.07,0.43,6.8604651162790695,0.06802721088435375,35,27,1
0.07,0.44,6.818181818181818,0.06802721088435375,35,27,2
0.07,0.45,6.866666666666666,0.06802721088435375,35,27,4
0.07,0.46,6.956521739130435,0.06802721088435375,35,27,13
0.08,0.47,6.829787234042553,0.06802721088435375,35,27,0
0.08,0.48,7.0,0.06802721088435375,35,27,4
0.08,0.49,7.163265306122449,0.06802721088435375,35,27,13
0.08,0.5,7.16,0.06802721088435375,35,27,4
0.08,0.51,7.078431372549019,0.06802721088435375,35,27,1
0.08,0.52,7.038461538461538,0.06802721088435375,35,27,2
0.09,0.53,6.9245283018867925,0.06802721088435375,35,27,0
0.09,0.54,7.074074074074074,0.06802721088435375,35,27,3
0.09,0.55,7.072727272727272,0.06802721088435375,35,27,14
0.09,0.56,7.178571428571429,0.06802721088435375,35,27,13
0.09,0.57,7.105263157894737,0.06802721088435375,35,27,1
0.09,0.58,7.137931034482759,0.06802721088435375,35,27,14
0.09,0.59,7.169491525423729,0.06802721088435375,35,27,4
0.09,0.6,7.333333333333333,0.06802721088435375,35,27,13
0.09,0.61,7.295081967213115,0.06802721088435375,35,27,1
0.09,0.62,7.354838709677419,0.06802721088435375,35,27,4
0.09,0.63,7.349206349206349,0.06802721088435375,35,27,1
0.1,0.64,7.25,0.06802721088435375,35,27,0
0.1,0.65,7.3076923076923075,0.06802721088435375,35,27,0
0.1,0.66,7.242424242424242,0.06802721088435375,35,27,0
0.1,0.67,7.3283582089552235,0.06802721088435375,35,27,14
0.1,0.68,7.294117647058823,0.06802721088435375,35,27,1
0.1,0.69,7.318840579710145,0.06802721088435375,35,27,1
0.1,0.7,7.4,0.06802721088435375,35,27,13
0.1,0.71,7.394366197183099,0.06802721088435375,35,27,2
0.1,0.72,7.444444444444445,0.06802721088435375,35,27,2
0.1,0.73,7.52054794520548,0.06802721088435375,35,27,2
0.11,0.74,7.4324324324324325,0.06802721088435375,35,27,0
0.11,0.75,7.533333333333333,0.06802721088435375,35,27,0
0.11,0.76,7.552631578947368,0.06802721088435375,35,27,0
0.11,0.77,7.64935064935065,0.06802721088435375,35,27,3
0.11,0.78,7.589743589743589,0.06802721088435375,35,27,2
0.12,0.79,7.506329113924051,0.06802721088435375,35,27,0
0.12,0.8,7.45,0.06802721088435375,35,27,2
0.12,0.81,7.419753086419753,0.06802721088435375,35,27,2
0.12,0.82,7.414634146341464,0.06802721088435375,35,27,2
0.12,0.83,7.457831325301205,0.06802721088435375,35,27,2
0.12,0.84,7.428571428571429,0.06802721088435375,35,27,2
0.13,0.85,7.352941176470588,0.06802721088435375,35,27,0
0.13,0.86,7.3023255813953485,0.06802721088435375,35,27,2
0.14,0.87,7.2298850574712645,0.06802721088435375,35,27,0
0.14,0.88,7.25,0.06802721088435375,35,27,0
0.14,0.89,7.224719101123595,0.06802721088435375,35,27,0
0.14,0.9,7.222222222222222,0.06802721088435375,35,27,0
0.14,0.91,7.285714285714286,0.06802721088435375,35,27,0
0.14,0.92,7.326086956521739,0.06802721088435375,35,27,1
0.14,0.93,7.32258064516129,0.06802721088435375,35,27,1
0.14,0.94,7.382978723404255,0.06802721088435375,35,27,1
0.14,0.95,7.336842105263158,0.06802721088435375,35,27,0
0.14,0.96,7.354166666666667,0.06802721088435375,35,27,0
0.14,0.97,7.329896907216495,0.06802721088435375,35,27,0
0.15,0.98,7.26530612244898,0.06802721088435375,35,27,0
0.15,0.99,7.262626262626263,0.06802721088435375,35,27,0
0.15,1.0,7.22,0.06802721088435375,35,27,0
